MEETPUNT_IDENTIFICATIE,LOCATIE_CODE,WAARNEMINGDATUM,Average Temperatuur
Borgharen stuw.,BORGHRSW,30-06-2019,25.0
Borgharen stuw.,BORGHRSW,30-06-2020,22.0
Borgharen stuw.,BORGHRSW,30-07-2019,24.0
Borgharen stuw.,BORGHRSW,30-07-2020,22.0
Borgharen stuw.,BORGHRSW,30-08-2019,24.0
Borgharen stuw.,BORGHRSW,30-09-2019,17.0
Borgharen stuw.,BORGHRSW,30-10-2019,14.0
Borgharen stuw.,BORGHRSW,30-11-2019,9.0
Borgharen stuw.,BORGHRSW,30-11-2020,9.0
Borgharen stuw.,BORGHRSW,30-12-2019,7.0
Borgharen stuw.,BORGHRSW,30-12-2020,6.0
Borgharen stuw.,BORGHRSW,31-01-2020,7.0
Borgharen stuw.,BORGHRSW,31-03-2019,12.0
Borgharen stuw.,BORGHRSW,31-03-2020,9.0
Borgharen stuw.,BORGHRSW,31-05-2019,19.0
Borgharen stuw.,BORGHRSW,31-07-2020,22.517241379310345
Borgharen stuw.,BORGHRSW,31-08-2019,24.0
Borgharen stuw.,BORGHRSW,31-08-2020,20.0
Borgharen stuw.,BORGHRSW,31-10-2019,13.0
Borgharen stuw.,BORGHRSW,31-12-2019,7.0
Driel boven,DRIELBVN,01-01-2001,5.0
Driel boven,DRIELBVN,01-02-2002,8.0
Driel boven,DRIELBVN,01-02-2003,5.0
Driel boven,DRIELBVN,01-04-2002,10.0
Driel boven,DRIELBVN,01-06-2002,18.0
Driel boven,DRIELBVN,01-06-2003,21.0
Driel boven,DRIELBVN,01-07-2002,20.0
Driel boven,DRIELBVN,01-08-2001,24.0
Driel boven,DRIELBVN,01-08-2002,24.0
Driel boven,DRIELBVN,01-08-2003,24.0
Driel boven,DRIELBVN,01-10-2001,16.0
Driel boven,DRIELBVN,01-10-2003,16.0
Driel boven,DRIELBVN,01-11-2001,14.0
Driel boven,DRIELBVN,01-12-2002,10.0
Driel boven,DRIELBVN,02-01-2002,3.0
Driel boven,DRIELBVN,02-04-2001,10.0
Driel boven,DRIELBVN,02-04-2002,10.0
Driel boven,DRIELBVN,02-05-2001,13.0
Driel boven,DRIELBVN,02-05-2002,14.0
Driel boven,DRIELBVN,02-06-2001,19.0
Driel boven,DRIELBVN,02-06-2002,18.0
Driel boven,DRIELBVN,02-06-2003,22.0
Driel boven,DRIELBVN,02-07-2002,20.0
Driel boven,DRIELBVN,02-07-2003,22.0
Driel boven,DRIELBVN,02-08-2002,23.0
Driel boven,DRIELBVN,02-09-2001,21.0
Driel boven,DRIELBVN,02-09-2003,19.0
Driel boven,DRIELBVN,02-10-2002,15.0
Driel boven,DRIELBVN,02-10-2003,16.0
Driel boven,DRIELBVN,02-11-2002,12.0
Driel boven,DRIELBVN,03-01-2001,6.0
Driel boven,DRIELBVN,03-01-2002,3.0
Driel boven,DRIELBVN,03-02-2001,5.0
Driel boven,DRIELBVN,03-04-2002,11.0
Driel boven,DRIELBVN,03-05-2001,14.0
Driel boven,DRIELBVN,03-05-2002,14.0
Driel boven,DRIELBVN,03-05-2003,15.0
Driel boven,DRIELBVN,03-06-2002,19.0
Driel boven,DRIELBVN,03-06-2003,22.0
Driel boven,DRIELBVN,03-07-2001,22.0
Driel boven,DRIELBVN,03-08-2002,23.0
Driel boven,DRIELBVN,03-09-2002,21.0
Driel boven,DRIELBVN,03-09-2003,19.0
Driel boven,DRIELBVN,03-10-2003,16.0
Driel boven,DRIELBVN,03-11-2002,12.0
Driel boven,DRIELBVN,03-11-2003,10.0
Driel boven,DRIELBVN,03-12-2001,9.0
Driel boven,DRIELBVN,03-12-2003,9.0
Driel boven,DRIELBVN,04-01-2001,6.0
Driel boven,DRIELBVN,04-01-2003,7.0
Driel boven,DRIELBVN,04-02-2002,8.0
Driel boven,DRIELBVN,04-03-2001,6.0
Driel boven,DRIELBVN,04-03-2002,7.0
Driel boven,DRIELBVN,04-04-2002,11.0
Driel boven,DRIELBVN,04-04-2003,11.0
Driel boven,DRIELBVN,04-05-2003,15.0
Driel boven,DRIELBVN,04-06-2002,19.0
Driel boven,DRIELBVN,04-06-2003,22.0
Driel boven,DRIELBVN,04-07-2001,22.0
Driel boven,DRIELBVN,04-07-2002,20.0
Driel boven,DRIELBVN,04-07-2003,21.0
Driel boven,DRIELBVN,04-09-2001,20.0
Driel boven,DRIELBVN,04-09-2002,21.0
Driel boven,DRIELBVN,04-09-2003,19.0
Driel boven,DRIELBVN,04-10-2003,16.0
Driel boven,DRIELBVN,04-11-2003,10.0
Driel boven,DRIELBVN,04-12-2001,9.0
Driel boven,DRIELBVN,05-01-2002,2.0
Driel boven,DRIELBVN,05-02-2001,6.0
Driel boven,DRIELBVN,05-02-2002,8.0
Driel boven,DRIELBVN,05-03-2001,6.0
Driel boven,DRIELBVN,05-03-2002,7.0
Driel boven,DRIELBVN,05-04-2002,11.0
Driel boven,DRIELBVN,05-04-2003,11.0
Driel boven,DRIELBVN,05-05-2002,13.0
Driel boven,DRIELBVN,05-05-2003,16.0
Driel boven,DRIELBVN,05-06-2001,17.0
Driel boven,DRIELBVN,05-07-2001,23.0
Driel boven,DRIELBVN,05-07-2002,20.0
Driel boven,DRIELBVN,05-08-2001,23.0
Driel boven,DRIELBVN,05-09-2002,21.0
Driel boven,DRIELBVN,05-10-2003,16.0
Driel boven,DRIELBVN,05-11-2001,13.0
Driel boven,DRIELBVN,05-11-2002,12.0
Driel boven,DRIELBVN,05-12-2001,9.0
Driel boven,DRIELBVN,06-01-2002,2.0
Driel boven,DRIELBVN,06-01-2003,6.0
Driel boven,DRIELBVN,06-03-2001,6.0
Driel boven,DRIELBVN,06-03-2002,7.0
Driel boven,DRIELBVN,06-04-2001,11.0
Driel boven,DRIELBVN,06-04-2002,11.0
Driel boven,DRIELBVN,06-04-2003,11.0
Driel boven,DRIELBVN,06-05-2001,14.0
Driel boven,DRIELBVN,06-05-2003,16.0
Driel boven,DRIELBVN,06-06-2002,20.0
Driel boven,DRIELBVN,06-06-2003,23.0
Driel boven,DRIELBVN,06-07-2001,23.0
Driel boven,DRIELBVN,06-09-2001,19.0
Driel boven,DRIELBVN,06-09-2002,21.0
Driel boven,DRIELBVN,06-09-2003,20.0
Driel boven,DRIELBVN,06-10-2003,15.0
Driel boven,DRIELBVN,06-12-2001,9.0
Driel boven,DRIELBVN,06-12-2003,8.0
Driel boven,DRIELBVN,07-01-2002,2.0
Driel boven,DRIELBVN,07-01-2003,6.0
Driel boven,DRIELBVN,07-03-2001,7.0
Driel boven,DRIELBVN,07-03-2003,8.0
Driel boven,DRIELBVN,07-04-2001,11.0
Driel boven,DRIELBVN,07-04-2002,11.0
Driel boven,DRIELBVN,07-04-2003,11.0
Driel boven,DRIELBVN,07-05-2001,14.0
Driel boven,DRIELBVN,07-05-2002,13.0
Driel boven,DRIELBVN,07-05-2003,16.0
Driel boven,DRIELBVN,07-06-2001,18.0
Driel boven,DRIELBVN,07-06-2002,20.0
Driel boven,DRIELBVN,07-06-2003,23.0
Driel boven,DRIELBVN,07-08-2001,22.0
Driel boven,DRIELBVN,07-09-2001,19.0
Driel boven,DRIELBVN,07-09-2003,20.0
Driel boven,DRIELBVN,07-10-2002,15.0
Driel boven,DRIELBVN,07-10-2003,14.0
Driel boven,DRIELBVN,07-11-2001,12.0
Driel boven,DRIELBVN,07-11-2003,10.0
Driel boven,DRIELBVN,07-12-2003,8.0
Driel boven,DRIELBVN,08-01-2003,5.0
Driel boven,DRIELBVN,08-02-2001,7.0
Driel boven,DRIELBVN,08-03-2001,7.0
Driel boven,DRIELBVN,08-05-2001,14.0
Driel boven,DRIELBVN,08-05-2002,13.0
Driel boven,DRIELBVN,08-06-2001,18.0
Driel boven,DRIELBVN,08-06-2002,20.0
Driel boven,DRIELBVN,08-06-2003,23.0
Driel boven,DRIELBVN,08-07-2001,23.0
Driel boven,DRIELBVN,08-07-2002,21.0
Driel boven,DRIELBVN,08-08-2001,22.0
Driel boven,DRIELBVN,08-08-2003,26.0
Driel boven,DRIELBVN,08-09-2002,21.0
Driel boven,DRIELBVN,08-09-2003,20.0
Driel boven,DRIELBVN,08-11-2002,11.0
Driel boven,DRIELBVN,08-12-2003,7.0
Driel boven,DRIELBVN,09-01-2003,4.0
Driel boven,DRIELBVN,09-02-2002,9.0
Driel boven,DRIELBVN,09-03-2003,8.0
Driel boven,DRIELBVN,09-05-2002,13.0
Driel boven,DRIELBVN,09-05-2003,17.0
Driel boven,DRIELBVN,09-06-2001,18.0
Driel boven,DRIELBVN,09-06-2002,20.0
Driel boven,DRIELBVN,09-07-2001,22.0
Driel boven,DRIELBVN,09-07-2002,22.0
Driel boven,DRIELBVN,09-08-2003,26.0
Driel boven,DRIELBVN,09-09-2001,18.0
Driel boven,DRIELBVN,09-09-2002,21.0
Driel boven,DRIELBVN,09-09-2003,20.0
Driel boven,DRIELBVN,09-10-2001,16.0
Driel boven,DRIELBVN,09-10-2002,14.0
Driel boven,DRIELBVN,09-11-2001,11.0
Driel boven,DRIELBVN,09-12-2001,8.0
Driel boven,DRIELBVN,09-12-2003,6.0
Driel boven,DRIELBVN,10-01-2003,3.0
Driel boven,DRIELBVN,10-02-2001,7.0
Driel boven,DRIELBVN,10-02-2003,5.0
Driel boven,DRIELBVN,10-03-2003,8.0
Driel boven,DRIELBVN,10-04-2002,11.0
Driel boven,DRIELBVN,10-04-2003,10.0
Driel boven,DRIELBVN,10-05-2001,15.0
Driel boven,DRIELBVN,10-05-2003,17.0
Driel boven,DRIELBVN,10-06-2002,20.0
Driel boven,DRIELBVN,10-07-2002,22.0
Driel boven,DRIELBVN,10-08-2001,21.0
Driel boven,DRIELBVN,10-08-2003,26.333333333333332
Driel boven,DRIELBVN,10-09-2002,21.0
Driel boven,DRIELBVN,10-10-2001,16.0
Driel boven,DRIELBVN,10-10-2002,14.0
Driel boven,DRIELBVN,11-01-2003,3.0
Driel boven,DRIELBVN,11-02-2001,7.0
Driel boven,DRIELBVN,11-03-2001,8.0
Driel boven,DRIELBVN,11-03-2002,8.0
Driel boven,DRIELBVN,11-04-2002,11.0
Driel boven,DRIELBVN,11-04-2003,10.0
Driel boven,DRIELBVN,11-05-2001,15.5
Driel boven,DRIELBVN,11-05-2002,14.0
Driel boven,DRIELBVN,11-05-2003,18.0
Driel boven,DRIELBVN,11-06-2003,23.0
Driel boven,DRIELBVN,11-07-2003,23.0
Driel boven,DRIELBVN,11-08-2001,21.0
Driel boven,DRIELBVN,11-08-2003,27.0
Driel boven,DRIELBVN,11-09-2001,17.0
Driel boven,DRIELBVN,11-09-2003,19.0
Driel boven,DRIELBVN,11-10-2001,16.0
Driel boven,DRIELBVN,11-11-2001,10.0
Driel boven,DRIELBVN,11-11-2002,10.0
Driel boven,DRIELBVN,11-11-2003,9.0
Driel boven,DRIELBVN,11-12-2002,5.0
Driel boven,DRIELBVN,12-01-2001,6.0
Driel boven,DRIELBVN,12-01-2002,3.0
Driel boven,DRIELBVN,12-02-2002,9.0
Driel boven,DRIELBVN,12-03-2003,9.0
Driel boven,DRIELBVN,12-04-2001,11.0
Driel boven,DRIELBVN,12-04-2002,11.0
Driel boven,DRIELBVN,12-04-2003,10.0
Driel boven,DRIELBVN,12-05-2001,16.0
Driel boven,DRIELBVN,12-06-2001,18.0
Driel boven,DRIELBVN,12-06-2002,19.0
Driel boven,DRIELBVN,12-06-2003,23.0
Driel boven,DRIELBVN,12-07-2002,21.0
Driel boven,DRIELBVN,12-08-2001,21.0
Driel boven,DRIELBVN,12-08-2002,22.0
Driel boven,DRIELBVN,12-08-2003,27.0
Driel boven,DRIELBVN,12-09-2002,20.0
Driel boven,DRIELBVN,12-10-2001,16.0
Driel boven,DRIELBVN,12-11-2002,10.0
Driel boven,DRIELBVN,12-11-2003,9.0
Driel boven,DRIELBVN,12-12-2001,7.0
Driel boven,DRIELBVN,13-01-2001,6.0
Driel boven,DRIELBVN,13-01-2002,3.0
Driel boven,DRIELBVN,13-02-2002,9.0
Driel boven,DRIELBVN,13-03-2003,9.0
Driel boven,DRIELBVN,13-04-2002,11.0
Driel boven,DRIELBVN,13-05-2001,17.0
Driel boven,DRIELBVN,13-05-2002,15.0
Driel boven,DRIELBVN,13-06-2001,18.0
Driel boven,DRIELBVN,13-06-2002,19.0
Driel boven,DRIELBVN,13-07-2003,23.0
Driel boven,DRIELBVN,13-08-2003,27.0
Driel boven,DRIELBVN,13-09-2002,20.0
Driel boven,DRIELBVN,13-10-2002,13.0
Driel boven,DRIELBVN,13-10-2003,14.0
Driel boven,DRIELBVN,13-11-2002,10.0
Driel boven,DRIELBVN,13-11-2003,9.0
Driel boven,DRIELBVN,13-12-2001,7.0
Driel boven,DRIELBVN,13-12-2003,6.0
Driel boven,DRIELBVN,14-01-2003,3.0
Driel boven,DRIELBVN,14-02-2003,4.0
Driel boven,DRIELBVN,14-03-2003,9.0
Driel boven,DRIELBVN,14-04-2001,10.0
Driel boven,DRIELBVN,14-04-2002,11.0
Driel boven,DRIELBVN,14-04-2003,11.0
Driel boven,DRIELBVN,14-05-2001,17.0
Driel boven,DRIELBVN,14-06-2001,18.0
Driel boven,DRIELBVN,14-06-2002,19.0
Driel boven,DRIELBVN,14-06-2003,24.0
Driel boven,DRIELBVN,14-07-2001,21.0
Driel boven,DRIELBVN,14-08-2002,22.0
Driel boven,DRIELBVN,14-08-2003,26.0
Driel boven,DRIELBVN,14-09-2002,20.0
Driel boven,DRIELBVN,14-10-2002,13.0
Driel boven,DRIELBVN,14-10-2003,14.0
Driel boven,DRIELBVN,14-11-2001,9.0
Driel boven,DRIELBVN,14-11-2003,9.0
Driel boven,DRIELBVN,14-12-2001,6.0
Driel boven,DRIELBVN,15-01-2001,5.0
Driel boven,DRIELBVN,15-02-2002,8.0
Driel boven,DRIELBVN,15-02-2003,4.0
Driel boven,DRIELBVN,15-03-2003,9.0
Driel boven,DRIELBVN,15-04-2001,10.0
Driel boven,DRIELBVN,15-04-2002,11.0
Driel boven,DRIELBVN,15-04-2003,11.6
Driel boven,DRIELBVN,15-05-2001,17.0
Driel boven,DRIELBVN,15-05-2002,16.0
Driel boven,DRIELBVN,15-05-2003,17.0
Driel boven,DRIELBVN,15-06-2002,19.0
Driel boven,DRIELBVN,15-07-2001,21.0
Driel boven,DRIELBVN,15-07-2002,22.0
Driel boven,DRIELBVN,15-07-2003,23.0
Driel boven,DRIELBVN,15-08-2001,22.5
Driel boven,DRIELBVN,15-08-2003,25.0
Driel boven,DRIELBVN,15-09-2003,19.0
Driel boven,DRIELBVN,15-11-2003,9.0
Driel boven,DRIELBVN,15-12-2002,5.0
Driel boven,DRIELBVN,16-01-2003,4.0
Driel boven,DRIELBVN,16-03-2001,9.0
Driel boven,DRIELBVN,16-03-2002,9.0
Driel boven,DRIELBVN,16-03-2003,9.0
Driel boven,DRIELBVN,16-04-2001,10.0
Driel boven,DRIELBVN,16-04-2002,11.0
Driel boven,DRIELBVN,16-04-2003,12.0
Driel boven,DRIELBVN,16-05-2002,17.0
Driel boven,DRIELBVN,16-05-2003,17.0
Driel boven,DRIELBVN,16-07-2001,21.0
Driel boven,DRIELBVN,16-07-2003,23.0
Driel boven,DRIELBVN,16-08-2001,23.0
Driel boven,DRIELBVN,16-08-2002,22.0
Driel boven,DRIELBVN,16-08-2003,24.0
Driel boven,DRIELBVN,16-09-2003,19.0
Driel boven,DRIELBVN,16-10-2002,13.0
Driel boven,DRIELBVN,16-10-2003,13.0
Driel boven,DRIELBVN,16-11-2003,9.0
Driel boven,DRIELBVN,16-12-2001,5.0
Driel boven,DRIELBVN,17-01-2001,4.0
Driel boven,DRIELBVN,17-01-2003,4.0
Driel boven,DRIELBVN,17-02-2002,7.0
Driel boven,DRIELBVN,17-03-2002,10.0
Driel boven,DRIELBVN,17-03-2003,9.0
Driel boven,DRIELBVN,17-04-2002,11.0
Driel boven,DRIELBVN,17-04-2003,13.0
Driel boven,DRIELBVN,17-05-2001,17.0
Driel boven,DRIELBVN,17-05-2002,17.0
Driel boven,DRIELBVN,17-06-2001,19.0
Driel boven,DRIELBVN,17-06-2003,24.0
Driel boven,DRIELBVN,17-07-2001,21.0
Driel boven,DRIELBVN,17-08-2001,23.0
Driel boven,DRIELBVN,17-08-2002,22.0
Driel boven,DRIELBVN,17-08-2003,23.0
Driel boven,DRIELBVN,17-09-2001,16.0
Driel boven,DRIELBVN,17-09-2002,19.0
Driel boven,DRIELBVN,17-09-2003,19.0
Driel boven,DRIELBVN,17-10-2002,13.0
Driel boven,DRIELBVN,17-10-2003,12.0
Driel boven,DRIELBVN,17-11-2003,9.0
Driel boven,DRIELBVN,18-01-2002,4.0
Driel boven,DRIELBVN,18-03-2002,10.0
Driel boven,DRIELBVN,18-03-2003,9.0
Driel boven,DRIELBVN,18-04-2002,11.0
Driel boven,DRIELBVN,18-06-2002,21.142857142857142
Driel boven,DRIELBVN,18-06-2003,24.0
Driel boven,DRIELBVN,18-07-2001,21.0
Driel boven,DRIELBVN,18-07-2002,21.0
Driel boven,DRIELBVN,18-07-2003,23.0
Driel boven,DRIELBVN,18-08-2001,23.0
Driel boven,DRIELBVN,18-08-2002,22.0
Driel boven,DRIELBVN,18-09-2002,19.0
Driel boven,DRIELBVN,18-10-2002,13.0
Driel boven,DRIELBVN,18-10-2003,12.0
Driel boven,DRIELBVN,18-11-2002,10.0
Driel boven,DRIELBVN,18-11-2003,9.0
Driel boven,DRIELBVN,19-03-2003,9.0
Driel boven,DRIELBVN,19-04-2002,12.0
Driel boven,DRIELBVN,19-04-2003,13.0
Driel boven,DRIELBVN,19-05-2002,18.0
Driel boven,DRIELBVN,19-06-2002,22.0
Driel boven,DRIELBVN,19-06-2003,24.0
Driel boven,DRIELBVN,19-07-2001,21.0
Driel boven,DRIELBVN,19-07-2003,24.0
Driel boven,DRIELBVN,19-08-2001,23.0
Driel boven,DRIELBVN,19-08-2002,22.0
Driel boven,DRIELBVN,19-08-2003,22.0
Driel boven,DRIELBVN,19-09-2003,20.0
Driel boven,DRIELBVN,19-11-2002,10.0
Driel boven,DRIELBVN,19-11-2003,10.0
Driel boven,DRIELBVN,20-01-2001,4.0
Driel boven,DRIELBVN,20-02-2001,7.0
Driel boven,DRIELBVN,20-03-2003,9.0
Driel boven,DRIELBVN,20-04-2002,12.0
Driel boven,DRIELBVN,20-04-2003,13.0
Driel boven,DRIELBVN,20-05-2002,18.0
Driel boven,DRIELBVN,20-05-2003,17.0
Driel boven,DRIELBVN,20-06-2001,19.0
Driel boven,DRIELBVN,20-06-2002,22.0
Driel boven,DRIELBVN,20-06-2003,23.0
Driel boven,DRIELBVN,20-07-2002,20.0
Driel boven,DRIELBVN,20-07-2003,24.0
Driel boven,DRIELBVN,20-08-2001,23.0
Driel boven,DRIELBVN,20-08-2002,22.0
Driel boven,DRIELBVN,20-08-2003,22.0
Driel boven,DRIELBVN,20-09-2003,20.0
Driel boven,DRIELBVN,20-10-2002,13.0
Driel boven,DRIELBVN,20-10-2003,11.0
Driel boven,DRIELBVN,21-01-2002,5.0
Driel boven,DRIELBVN,21-01-2003,5.0
Driel boven,DRIELBVN,21-02-2001,7.0
Driel boven,DRIELBVN,21-02-2003,4.0
Driel boven,DRIELBVN,21-03-2001,8.0
Driel boven,DRIELBVN,21-03-2002,11.0
Driel boven,DRIELBVN,21-03-2003,9.0
Driel boven,DRIELBVN,21-04-2003,13.0
Driel boven,DRIELBVN,21-05-2001,17.0
Driel boven,DRIELBVN,21-05-2002,19.0
Driel boven,DRIELBVN,21-06-2001,19.0
Driel boven,DRIELBVN,21-06-2002,22.0
Driel boven,DRIELBVN,21-06-2003,22.0
Driel boven,DRIELBVN,21-07-2003,24.0
Driel boven,DRIELBVN,21-08-2001,23.0
Driel boven,DRIELBVN,21-08-2002,22.0
Driel boven,DRIELBVN,21-08-2003,22.0
Driel boven,DRIELBVN,21-10-2002,13.0
Driel boven,DRIELBVN,21-10-2003,11.0
Driel boven,DRIELBVN,21-12-2003,6.0
Driel boven,DRIELBVN,22-01-2001,4.0
Driel boven,DRIELBVN,22-01-2002,6.0
Driel boven,DRIELBVN,22-02-2001,7.0
Driel boven,DRIELBVN,22-02-2003,4.0
Driel boven,DRIELBVN,22-03-2001,8.0
Driel boven,DRIELBVN,22-03-2002,11.0
Driel boven,DRIELBVN,22-03-2003,9.0
Driel boven,DRIELBVN,22-04-2003,14.0
Driel boven,DRIELBVN,22-05-2001,17.0
Driel boven,DRIELBVN,22-05-2002,19.0
Driel boven,DRIELBVN,22-06-2002,22.0
Driel boven,DRIELBVN,22-06-2003,22.0
Driel boven,DRIELBVN,22-07-2001,20.0
Driel boven,DRIELBVN,22-09-2002,18.0
Driel boven,DRIELBVN,22-10-2001,16.0
Driel boven,DRIELBVN,22-12-2002,6.0
Driel boven,DRIELBVN,23-01-2001,5.0
Driel boven,DRIELBVN,23-01-2002,6.0
Driel boven,DRIELBVN,23-02-2001,7.0
Driel boven,DRIELBVN,23-02-2002,6.0
Driel boven,DRIELBVN,23-03-2003,9.0
Driel boven,DRIELBVN,23-04-2001,10.0
Driel boven,DRIELBVN,23-04-2002,13.0
Driel boven,DRIELBVN,23-04-2003,14.0
Driel boven,DRIELBVN,23-05-2001,17.0
Driel boven,DRIELBVN,23-05-2002,19.0
Driel boven,DRIELBVN,23-06-2003,22.0
Driel boven,DRIELBVN,23-07-2002,20.0
Driel boven,DRIELBVN,23-08-2001,24.0
Driel boven,DRIELBVN,23-08-2003,22.0
Driel boven,DRIELBVN,23-09-2001,15.0
Driel boven,DRIELBVN,23-09-2003,20.0
Driel boven,DRIELBVN,23-10-2002,13.0
Driel boven,DRIELBVN,23-10-2003,10.0
Driel boven,DRIELBVN,23-11-2001,8.0
Driel boven,DRIELBVN,24-01-2001,5.0
Driel boven,DRIELBVN,24-02-2001,7.0
Driel boven,DRIELBVN,24-03-2002,10.0
Driel boven,DRIELBVN,24-03-2003,10.0
Driel boven,DRIELBVN,24-04-2001,10.0
Driel boven,DRIELBVN,24-06-2001,19.0
Driel boven,DRIELBVN,24-06-2002,23.0
Driel boven,DRIELBVN,24-06-2003,22.0
Driel boven,DRIELBVN,24-07-2001,21.833333333333332
Driel boven,DRIELBVN,24-07-2002,20.0
Driel boven,DRIELBVN,24-08-2001,24.0
Driel boven,DRIELBVN,24-09-2002,17.0
Driel boven,DRIELBVN,24-09-2003,19.0
Driel boven,DRIELBVN,24-12-2001,4.0
Driel boven,DRIELBVN,24-12-2002,7.0
Driel boven,DRIELBVN,25-02-2003,5.0
Driel boven,DRIELBVN,25-03-2002,10.0
Driel boven,DRIELBVN,25-03-2003,10.0
Driel boven,DRIELBVN,25-04-2002,14.0
Driel boven,DRIELBVN,25-04-2003,15.0
Driel boven,DRIELBVN,25-05-2001,18.0
Driel boven,DRIELBVN,25-05-2002,18.0
Driel boven,DRIELBVN,25-05-2003,17.0
Driel boven,DRIELBVN,25-06-2001,19.0
Driel boven,DRIELBVN,25-06-2002,23.0
Driel boven,DRIELBVN,25-06-2003,22.0
Driel boven,DRIELBVN,25-07-2001,22.0
Driel boven,DRIELBVN,25-07-2002,20.0
Driel boven,DRIELBVN,25-07-2003,24.0
Driel boven,DRIELBVN,25-08-2001,25.0
Driel boven,DRIELBVN,25-08-2002,21.0
Driel boven,DRIELBVN,25-08-2003,22.0
Driel boven,DRIELBVN,25-09-2001,15.0
Driel boven,DRIELBVN,25-09-2003,18.0
Driel boven,DRIELBVN,25-10-2001,15.0
Driel boven,DRIELBVN,25-10-2003,9.0
Driel boven,DRIELBVN,25-11-2001,8.0
Driel boven,DRIELBVN,25-12-2001,4.0
Driel boven,DRIELBVN,26-01-2002,6.0
Driel boven,DRIELBVN,26-02-2002,6.0
Driel boven,DRIELBVN,26-02-2003,5.0
Driel boven,DRIELBVN,26-03-2001,8.0
Driel boven,DRIELBVN,26-04-2001,11.0
Driel boven,DRIELBVN,26-04-2002,14.0
Driel boven,DRIELBVN,26-04-2003,15.0
Driel boven,DRIELBVN,26-05-2001,19.0
Driel boven,DRIELBVN,26-05-2002,18.0
Driel boven,DRIELBVN,26-05-2003,18.0
Driel boven,DRIELBVN,26-06-2002,23.0
Driel boven,DRIELBVN,26-06-2003,22.0
Driel boven,DRIELBVN,26-07-2001,23.0
Driel boven,DRIELBVN,26-07-2002,20.0
Driel boven,DRIELBVN,26-07-2003,24.0
Driel boven,DRIELBVN,26-08-2001,25.0
Driel boven,DRIELBVN,26-08-2002,22.0
Driel boven,DRIELBVN,26-08-2003,22.0
Driel boven,DRIELBVN,26-09-2001,15.0
Driel boven,DRIELBVN,26-10-2001,15.0
Driel boven,DRIELBVN,26-10-2003,9.0
Driel boven,DRIELBVN,26-11-2001,8.0
Driel boven,DRIELBVN,26-12-2001,4.0
Driel boven,DRIELBVN,26-12-2003,6.0
Driel boven,DRIELBVN,27-03-2001,8.0
Driel boven,DRIELBVN,27-03-2002,9.0
Driel boven,DRIELBVN,27-03-2003,11.0
Driel boven,DRIELBVN,27-04-2001,11.0
Driel boven,DRIELBVN,27-04-2003,15.0
Driel boven,DRIELBVN,27-05-2001,19.0
Driel boven,DRIELBVN,27-05-2003,18.2
Driel boven,DRIELBVN,27-06-2001,21.0
Driel boven,DRIELBVN,27-06-2002,23.0
Driel boven,DRIELBVN,27-07-2001,23.0
Driel boven,DRIELBVN,27-08-2001,25.0
Driel boven,DRIELBVN,27-08-2002,22.0
Driel boven,DRIELBVN,27-09-2001,15.0
Driel boven,DRIELBVN,27-09-2003,18.0
Driel boven,DRIELBVN,27-10-2001,15.0
Driel boven,DRIELBVN,27-10-2002,12.0
Driel boven,DRIELBVN,27-11-2001,8.0
Driel boven,DRIELBVN,27-12-2002,8.0
Driel boven,DRIELBVN,28-01-2002,7.0
Driel boven,DRIELBVN,28-02-2003,6.0
Driel boven,DRIELBVN,28-03-2001,8.0
Driel boven,DRIELBVN,28-03-2002,9.0
Driel boven,DRIELBVN,28-03-2003,11.0
Driel boven,DRIELBVN,28-04-2001,11.0
Driel boven,DRIELBVN,28-04-2003,15.0
Driel boven,DRIELBVN,28-05-2001,19.0
Driel boven,DRIELBVN,28-05-2002,18.0
Driel boven,DRIELBVN,28-05-2003,19.0
Driel boven,DRIELBVN,28-06-2002,22.0
Driel boven,DRIELBVN,28-06-2003,23.0
Driel boven,DRIELBVN,28-07-2001,24.0
Driel boven,DRIELBVN,28-07-2002,22.0
Driel boven,DRIELBVN,28-07-2003,23.0
Driel boven,DRIELBVN,28-08-2001,24.0
Driel boven,DRIELBVN,28-08-2002,22.0
Driel boven,DRIELBVN,28-08-2003,21.0
Driel boven,DRIELBVN,28-09-2003,17.0
Driel boven,DRIELBVN,28-10-2001,15.0
Driel boven,DRIELBVN,28-11-2001,8.0
Driel boven,DRIELBVN,28-11-2003,10.0
Driel boven,DRIELBVN,28-12-2001,4.0
Driel boven,DRIELBVN,28-12-2002,8.0
Driel boven,DRIELBVN,29-03-2002,9.0
Driel boven,DRIELBVN,29-03-2003,12.0
Driel boven,DRIELBVN,29-04-2001,11.0
Driel boven,DRIELBVN,29-04-2002,13.0
Driel boven,DRIELBVN,29-05-2001,19.0
Driel boven,DRIELBVN,29-05-2003,19.0
Driel boven,DRIELBVN,29-06-2001,21.0
Driel boven,DRIELBVN,29-06-2003,23.0
Driel boven,DRIELBVN,29-07-2002,23.0
Driel boven,DRIELBVN,29-07-2003,23.0
Driel boven,DRIELBVN,29-08-2001,23.0
Driel boven,DRIELBVN,29-08-2002,22.0
Driel boven,DRIELBVN,29-08-2003,21.0
Driel boven,DRIELBVN,29-09-2001,16.0
Driel boven,DRIELBVN,29-09-2003,17.0
Driel boven,DRIELBVN,29-10-2001,15.0
Driel boven,DRIELBVN,29-11-2001,8.0
Driel boven,DRIELBVN,29-12-2001,4.0
