MEETPUNT_IDENTIFICATIE,LOCATIE_CODE,WAARNEMINGDATUM,Average Temperatuur
Driel boven,DRIELBVN,02-05-2000,16.0
Driel boven,DRIELBVN,02-06-2000,18.0
Driel boven,DRIELBVN,02-07-2000,20.0
Driel boven,DRIELBVN,03-04-2000,10.0
Driel boven,DRIELBVN,03-05-2000,16.0
Driel boven,DRIELBVN,03-07-2000,20.0
Driel boven,DRIELBVN,03-08-2000,21.0
Driel boven,DRIELBVN,04-04-2000,10.0
Driel boven,DRIELBVN,04-05-2000,17.0
Driel boven,DRIELBVN,04-07-2000,21.5
Driel boven,DRIELBVN,04-08-2000,21.0
Driel boven,DRIELBVN,04-10-2000,17.0
Driel boven,DRIELBVN,05-05-2000,17.125
Driel boven,DRIELBVN,05-06-2000,19.0
Driel boven,DRIELBVN,05-07-2000,22.0
Driel boven,DRIELBVN,05-10-2000,17.0
Driel boven,DRIELBVN,06-04-2000,10.0
Driel boven,DRIELBVN,06-05-2000,18.0
Driel boven,DRIELBVN,06-07-2000,22.0
Driel boven,DRIELBVN,06-08-2000,21.0
Driel boven,DRIELBVN,06-10-2000,17.0
Driel boven,DRIELBVN,07-05-2000,19.0
Driel boven,DRIELBVN,07-07-2000,21.0
Driel boven,DRIELBVN,07-08-2000,21.0
Driel boven,DRIELBVN,07-11-2000,11.0
Driel boven,DRIELBVN,08-05-2000,19.0
Driel boven,DRIELBVN,08-10-2000,16.0
Driel boven,DRIELBVN,08-11-2000,11.0
Driel boven,DRIELBVN,08-12-2000,10.0
Driel boven,DRIELBVN,09-04-2000,11.0
Driel boven,DRIELBVN,09-05-2000,20.0
Driel boven,DRIELBVN,09-06-2000,20.0
Driel boven,DRIELBVN,09-07-2000,20.0
Driel boven,DRIELBVN,10-04-2000,11.0
Driel boven,DRIELBVN,10-05-2000,20.0
Driel boven,DRIELBVN,10-10-2000,15.0
Driel boven,DRIELBVN,11-04-2000,11.0
Driel boven,DRIELBVN,11-05-2000,20.0
Driel boven,DRIELBVN,11-06-2000,21.0
Driel boven,DRIELBVN,11-10-2000,14.0
Driel boven,DRIELBVN,12-05-2000,20.0
Driel boven,DRIELBVN,12-06-2000,21.0
Driel boven,DRIELBVN,12-07-2000,19.0
Driel boven,DRIELBVN,12-08-2000,22.0
Driel boven,DRIELBVN,12-10-2000,14.0
Driel boven,DRIELBVN,12-11-2000,10.0
Driel boven,DRIELBVN,12-12-2000,10.0
Driel boven,DRIELBVN,13-04-2000,11.0
Driel boven,DRIELBVN,13-05-2000,20.2
Driel boven,DRIELBVN,13-06-2000,21.0
Driel boven,DRIELBVN,13-07-2000,19.0
Driel boven,DRIELBVN,13-08-2000,22.0
Driel boven,DRIELBVN,13-10-2000,14.0
Driel boven,DRIELBVN,13-11-2000,10.0
Driel boven,DRIELBVN,13-12-2000,10.0
Driel boven,DRIELBVN,14-04-2000,11.0
Driel boven,DRIELBVN,14-05-2000,21.0
Driel boven,DRIELBVN,14-06-2000,21.0
Driel boven,DRIELBVN,14-08-2000,22.0
Driel boven,DRIELBVN,14-10-2000,14.0
Driel boven,DRIELBVN,14-11-2000,10.0
Driel boven,DRIELBVN,14-12-2000,10.0
Driel boven,DRIELBVN,15-05-2000,21.0
Driel boven,DRIELBVN,15-06-2000,21.0
Driel boven,DRIELBVN,15-11-2000,10.0
Driel boven,DRIELBVN,16-04-2000,12.0
Driel boven,DRIELBVN,16-06-2000,21.0
Driel boven,DRIELBVN,16-10-2000,14.0
Driel boven,DRIELBVN,16-11-2000,10.0
Driel boven,DRIELBVN,16-12-2000,9.0
Driel boven,DRIELBVN,17-06-2000,21.0
Driel boven,DRIELBVN,17-07-2000,18.0
Driel boven,DRIELBVN,18-04-2000,12.0
Driel boven,DRIELBVN,18-05-2000,20.0
Driel boven,DRIELBVN,18-06-2000,21.0
Driel boven,DRIELBVN,18-07-2000,18.0
Driel boven,DRIELBVN,19-04-2000,13.0
Driel boven,DRIELBVN,19-05-2000,19.0
Driel boven,DRIELBVN,19-07-2000,18.0
Driel boven,DRIELBVN,19-12-2000,8.0
Driel boven,DRIELBVN,20-04-2000,13.0
Driel boven,DRIELBVN,20-06-2000,23.0
Driel boven,DRIELBVN,20-07-2000,18.0
Driel boven,DRIELBVN,20-08-2000,23.0
Driel boven,DRIELBVN,20-10-2000,14.0
Driel boven,DRIELBVN,20-12-2000,7.0
Driel boven,DRIELBVN,21-04-2000,14.0
Driel boven,DRIELBVN,21-05-2000,18.0
Driel boven,DRIELBVN,21-07-2000,18.0
Driel boven,DRIELBVN,21-10-2000,14.0
Driel boven,DRIELBVN,22-04-2000,14.0
Driel boven,DRIELBVN,22-06-2000,23.0
Driel boven,DRIELBVN,22-11-2000,9.0
Driel boven,DRIELBVN,23-06-2000,22.0
Driel boven,DRIELBVN,23-07-2000,19.0
Driel boven,DRIELBVN,23-08-2000,22.0
Driel boven,DRIELBVN,23-11-2000,9.0
Driel boven,DRIELBVN,23-12-2000,6.0
Driel boven,DRIELBVN,24-05-2000,18.0
Driel boven,DRIELBVN,24-06-2000,22.0
Driel boven,DRIELBVN,24-08-2000,22.0
Driel boven,DRIELBVN,25-04-2000,15.0
Driel boven,DRIELBVN,25-06-2000,21.0
Driel boven,DRIELBVN,25-08-2000,22.0
Driel boven,DRIELBVN,25-09-2000,18.0
Driel boven,DRIELBVN,25-11-2000,9.0
Driel boven,DRIELBVN,25-12-2000,5.0
Driel boven,DRIELBVN,26-04-2000,16.0
Driel boven,DRIELBVN,26-05-2000,17.0
Driel boven,DRIELBVN,26-06-2000,20.0
Driel boven,DRIELBVN,26-08-2000,22.0
Driel boven,DRIELBVN,26-10-2000,14.0
Driel boven,DRIELBVN,26-11-2000,9.0
Driel boven,DRIELBVN,27-05-2000,17.0
Driel boven,DRIELBVN,27-06-2000,20.0
Driel boven,DRIELBVN,27-07-2000,20.0
Driel boven,DRIELBVN,27-08-2000,22.0
Driel boven,DRIELBVN,28-04-2000,17.0
Driel boven,DRIELBVN,28-05-2000,17.0
Driel boven,DRIELBVN,28-07-2000,20.0
Driel boven,DRIELBVN,28-08-2000,22.0
Driel boven,DRIELBVN,28-11-2000,9.0
Driel boven,DRIELBVN,28-12-2000,5.0
Driel boven,DRIELBVN,29-03-2000,10.0
Driel boven,DRIELBVN,29-04-2000,17.0
Driel boven,DRIELBVN,29-05-2000,16.0
Driel boven,DRIELBVN,29-07-2000,20.0
Driel boven,DRIELBVN,29-12-2000,5.0
Driel boven,DRIELBVN,30-05-2000,17.0
Driel boven,DRIELBVN,30-07-2000,20.0
Driel boven,DRIELBVN,30-09-2000,18.0
Driel boven,DRIELBVN,30-10-2000,13.0
Driel boven,DRIELBVN,30-12-2000,5.0
Driel boven,DRIELBVN,31-05-2000,17.0
Driel boven,DRIELBVN,31-10-2000,12.0
Driel boven,DRIELBVN,31-12-2000,5.0
Driel boven,DRIELBVN,01-01-2014,7.0
Driel boven,DRIELBVN,01-02-2014,6.0
Driel boven,DRIELBVN,01-03-2015,7.0
Driel boven,DRIELBVN,01-04-2013,6.0
Driel boven,DRIELBVN,01-04-2014,13.0
Driel boven,DRIELBVN,01-05-2013,13.0
Driel boven,DRIELBVN,01-05-2014,18.0
Driel boven,DRIELBVN,01-06-2015,17.0
Driel boven,DRIELBVN,01-07-2013,18.0
Driel boven,DRIELBVN,01-07-2014,21.0
Driel boven,DRIELBVN,01-07-2015,23.0
Driel boven,DRIELBVN,01-08-2013,24.0
Driel boven,DRIELBVN,01-08-2014,23.0
Driel boven,DRIELBVN,01-08-2015,20.333333333333332
Driel boven,DRIELBVN,01-09-2015,22.0
Driel boven,DRIELBVN,01-10-2015,16.0
Driel boven,DRIELBVN,01-11-2014,14.0
Driel boven,DRIELBVN,01-11-2015,13.0
Driel boven,DRIELBVN,01-12-2014,9.0
Driel boven,DRIELBVN,01-12-2015,9.0
Driel boven,DRIELBVN,02-01-2014,7.0
Driel boven,DRIELBVN,02-03-2013,5.0
Driel boven,DRIELBVN,02-03-2015,7.0
Driel boven,DRIELBVN,02-04-2013,6.0
Driel boven,DRIELBVN,02-04-2014,13.0
Driel boven,DRIELBVN,02-05-2014,17.0
Driel boven,DRIELBVN,02-05-2015,15.0
Driel boven,DRIELBVN,02-06-2013,14.0
Driel boven,DRIELBVN,02-06-2014,19.0
Driel boven,DRIELBVN,02-06-2015,17.0
Driel boven,DRIELBVN,02-07-2013,19.0
Driel boven,DRIELBVN,02-07-2015,23.62962962962963
Driel boven,DRIELBVN,02-08-2013,24.15909090909091
Driel boven,DRIELBVN,02-08-2014,23.0
Driel boven,DRIELBVN,02-08-2015,21.666666666666668
Driel boven,DRIELBVN,02-09-2013,20.0
Driel boven,DRIELBVN,02-09-2014,20.0
Driel boven,DRIELBVN,02-10-2013,15.0
Driel boven,DRIELBVN,02-10-2014,19.0
Driel boven,DRIELBVN,02-10-2015,16.0
Driel boven,DRIELBVN,02-11-2013,13.0
Driel boven,DRIELBVN,02-11-2015,13.0
Driel boven,DRIELBVN,03-01-2014,7.0
Driel boven,DRIELBVN,03-03-2013,5.0
Driel boven,DRIELBVN,03-03-2015,7.0
Driel boven,DRIELBVN,03-04-2013,6.0
Driel boven,DRIELBVN,03-04-2014,14.0
Driel boven,DRIELBVN,03-04-2015,10.0
Driel boven,DRIELBVN,03-05-2013,14.0
Driel boven,DRIELBVN,03-06-2013,14.0
Driel boven,DRIELBVN,03-06-2014,19.0
Driel boven,DRIELBVN,03-06-2015,17.0
Driel boven,DRIELBVN,03-07-2014,21.0
Driel boven,DRIELBVN,03-07-2015,24.09375
Driel boven,DRIELBVN,03-08-2013,25.0
Driel boven,DRIELBVN,03-08-2014,23.0
Driel boven,DRIELBVN,03-08-2015,21.242424242424242
Driel boven,DRIELBVN,03-09-2014,20.0
Driel boven,DRIELBVN,03-10-2014,19.0
Driel boven,DRIELBVN,03-10-2015,16.0
Driel boven,DRIELBVN,03-12-2014,8.0
Driel boven,DRIELBVN,04-01-2014,7.0
Driel boven,DRIELBVN,04-02-2013,6.0
Driel boven,DRIELBVN,04-02-2014,6.0
Driel boven,DRIELBVN,04-03-2013,5.0
Driel boven,DRIELBVN,04-03-2014,8.0
Driel boven,DRIELBVN,04-03-2015,7.0
Driel boven,DRIELBVN,04-04-2014,14.0
Driel boven,DRIELBVN,04-05-2013,14.0
Driel boven,DRIELBVN,04-05-2014,16.0
Driel boven,DRIELBVN,04-05-2015,16.0
Driel boven,DRIELBVN,04-06-2013,14.0
Driel boven,DRIELBVN,04-06-2015,18.0
Driel boven,DRIELBVN,04-07-2013,20.0
Driel boven,DRIELBVN,04-07-2014,21.583333333333332
Driel boven,DRIELBVN,04-07-2015,25.0
Driel boven,DRIELBVN,04-08-2013,25.0
Driel boven,DRIELBVN,04-08-2014,23.0
Driel boven,DRIELBVN,04-08-2015,22.0
Driel boven,DRIELBVN,04-09-2013,20.0
Driel boven,DRIELBVN,04-09-2014,20.0
Driel boven,DRIELBVN,04-09-2015,21.0
Driel boven,DRIELBVN,04-10-2013,15.0
Driel boven,DRIELBVN,04-10-2014,19.0
Driel boven,DRIELBVN,04-10-2015,16.0
Driel boven,DRIELBVN,04-11-2014,14.0
Driel boven,DRIELBVN,05-01-2014,7.0
Driel boven,DRIELBVN,05-02-2013,6.0
Driel boven,DRIELBVN,05-03-2013,5.0
Driel boven,DRIELBVN,05-03-2015,7.0
Driel boven,DRIELBVN,05-04-2013,6.0
Driel boven,DRIELBVN,05-05-2013,15.0
Driel boven,DRIELBVN,05-05-2014,16.0
Driel boven,DRIELBVN,05-05-2015,16.0
Driel boven,DRIELBVN,05-06-2014,19.0
Driel boven,DRIELBVN,05-06-2015,19.0
Driel boven,DRIELBVN,05-07-2013,20.0
Driel boven,DRIELBVN,05-07-2014,22.0
Driel boven,DRIELBVN,05-07-2015,26.0
Driel boven,DRIELBVN,05-08-2013,25.0
Driel boven,DRIELBVN,05-08-2014,23.0
Driel boven,DRIELBVN,05-08-2015,22.0
Driel boven,DRIELBVN,05-09-2013,20.1875
Driel boven,DRIELBVN,05-09-2014,20.0
Driel boven,DRIELBVN,05-09-2015,20.0
Driel boven,DRIELBVN,05-10-2014,19.0
Driel boven,DRIELBVN,05-11-2013,12.0
Driel boven,DRIELBVN,05-11-2014,14.0
Driel boven,DRIELBVN,05-12-2013,7.0
Driel boven,DRIELBVN,05-12-2015,9.0
Driel boven,DRIELBVN,06-01-2014,7.0
Driel boven,DRIELBVN,06-02-2014,6.0
Driel boven,DRIELBVN,06-02-2015,5.0
Driel boven,DRIELBVN,06-03-2013,6.0
Driel boven,DRIELBVN,06-04-2013,6.0
Driel boven,DRIELBVN,06-05-2013,15.0
Driel boven,DRIELBVN,06-05-2015,16.0
Driel boven,DRIELBVN,06-06-2013,15.0
Driel boven,DRIELBVN,06-06-2014,19.0
Driel boven,DRIELBVN,06-06-2015,20.0
Driel boven,DRIELBVN,06-07-2013,20.47222222222222
Driel boven,DRIELBVN,06-07-2014,22.0
Driel boven,DRIELBVN,06-07-2015,25.0
Driel boven,DRIELBVN,06-08-2013,25.0
Driel boven,DRIELBVN,06-08-2015,22.023255813953487
Driel boven,DRIELBVN,06-09-2013,21.057142857142857
Driel boven,DRIELBVN,06-09-2015,19.0
Driel boven,DRIELBVN,06-10-2015,16.0
Driel boven,DRIELBVN,06-11-2015,13.0
Driel boven,DRIELBVN,06-12-2015,9.0
Driel boven,DRIELBVN,07-04-2013,7.0
Driel boven,DRIELBVN,07-04-2014,15.0
Driel boven,DRIELBVN,07-06-2013,16.0
Driel boven,DRIELBVN,07-06-2014,19.142857142857142
Driel boven,DRIELBVN,07-06-2015,20.0
Driel boven,DRIELBVN,07-07-2013,21.0
Driel boven,DRIELBVN,07-07-2014,22.0
Driel boven,DRIELBVN,07-07-2015,25.0
Driel boven,DRIELBVN,07-08-2013,24.0
Driel boven,DRIELBVN,07-08-2015,23.153846153846153
Driel boven,DRIELBVN,07-09-2015,19.0
Driel boven,DRIELBVN,07-10-2014,18.0
Driel boven,DRIELBVN,07-10-2015,16.0
Driel boven,DRIELBVN,07-11-2014,13.0
Driel boven,DRIELBVN,07-12-2015,9.0
Driel boven,DRIELBVN,08-02-2013,5.0
Driel boven,DRIELBVN,08-03-2013,7.0
Driel boven,DRIELBVN,08-03-2014,9.0
Driel boven,DRIELBVN,08-04-2013,7.0
Driel boven,DRIELBVN,08-05-2014,16.0
Driel boven,DRIELBVN,08-05-2015,16.0
Driel boven,DRIELBVN,08-06-2013,16.0
Driel boven,DRIELBVN,08-06-2014,20.0
Driel boven,DRIELBVN,08-06-2015,20.0
Driel boven,DRIELBVN,08-07-2013,21.428571428571427
Driel boven,DRIELBVN,08-07-2014,22.0
Driel boven,DRIELBVN,08-07-2015,24.0
Driel boven,DRIELBVN,08-08-2013,23.0
Driel boven,DRIELBVN,08-08-2015,24.0
Driel boven,DRIELBVN,08-09-2015,19.0
Driel boven,DRIELBVN,08-10-2014,17.0
Driel boven,DRIELBVN,09-01-2015,6.0
Driel boven,DRIELBVN,09-02-2013,5.0
Driel boven,DRIELBVN,09-03-2013,7.0
Driel boven,DRIELBVN,09-04-2014,14.0
Driel boven,DRIELBVN,09-04-2015,10.0
Driel boven,DRIELBVN,09-06-2013,16.0
Driel boven,DRIELBVN,09-06-2014,21.0
Driel boven,DRIELBVN,09-07-2013,22.0
Driel boven,DRIELBVN,09-07-2014,21.0
Driel boven,DRIELBVN,09-07-2015,23.0
Driel boven,DRIELBVN,09-08-2013,23.0
Driel boven,DRIELBVN,09-08-2015,24.0
Driel boven,DRIELBVN,09-09-2013,21.0
Driel boven,DRIELBVN,09-09-2014,20.0
Driel boven,DRIELBVN,09-10-2013,16.0
Driel boven,DRIELBVN,09-10-2014,17.0
Driel boven,DRIELBVN,10-02-2015,5.0
Driel boven,DRIELBVN,10-03-2013,7.0
Driel boven,DRIELBVN,10-03-2015,8.0
Driel boven,DRIELBVN,10-04-2013,8.0
Driel boven,DRIELBVN,10-04-2014,14.0
Driel boven,DRIELBVN,10-04-2015,10.148148148148149
Driel boven,DRIELBVN,10-05-2013,15.0
Driel boven,DRIELBVN,10-05-2014,15.0
Driel boven,DRIELBVN,10-05-2015,16.0
Driel boven,DRIELBVN,10-06-2014,21.21212121212121
Driel boven,DRIELBVN,10-06-2015,19.0
Driel boven,DRIELBVN,10-07-2013,22.0
Driel boven,DRIELBVN,10-07-2014,21.18421052631579
Driel boven,DRIELBVN,10-08-2015,24.0
Driel boven,DRIELBVN,10-09-2013,20.0
Driel boven,DRIELBVN,10-09-2014,20.0
Driel boven,DRIELBVN,10-09-2015,18.0
Driel boven,DRIELBVN,10-10-2013,16.0
Driel boven,DRIELBVN,10-10-2015,16.0
Driel boven,DRIELBVN,10-12-2013,7.0
Driel boven,DRIELBVN,10-12-2015,9.0
Driel boven,DRIELBVN,11-02-2013,4.0
Driel boven,DRIELBVN,11-03-2014,10.0
Driel boven,DRIELBVN,11-03-2015,8.0
Driel boven,DRIELBVN,11-04-2013,8.0
Driel boven,DRIELBVN,11-04-2014,14.0
Driel boven,DRIELBVN,11-04-2015,11.0
Driel boven,DRIELBVN,11-05-2013,15.0
Driel boven,DRIELBVN,11-05-2015,17.0
Driel boven,DRIELBVN,11-06-2013,17.0
Driel boven,DRIELBVN,11-06-2014,22.0
Driel boven,DRIELBVN,11-06-2015,20.0
Driel boven,DRIELBVN,11-07-2014,21.0
Driel boven,DRIELBVN,11-07-2015,23.0
Driel boven,DRIELBVN,11-08-2014,22.0
Driel boven,DRIELBVN,11-08-2015,24.0
Driel boven,DRIELBVN,11-09-2013,19.0
Driel boven,DRIELBVN,11-09-2014,20.0
Driel boven,DRIELBVN,11-09-2015,18.0
Driel boven,DRIELBVN,11-10-2013,15.0
Driel boven,DRIELBVN,11-10-2015,15.0
Driel boven,DRIELBVN,11-12-2013,7.0
Driel boven,DRIELBVN,12-01-2013,7.0
Driel boven,DRIELBVN,12-01-2014,7.0
Driel boven,DRIELBVN,12-01-2015,7.0
Driel boven,DRIELBVN,12-03-2013,6.0
Driel boven,DRIELBVN,12-03-2014,10.0
Driel boven,DRIELBVN,12-03-2015,8.0
Driel boven,DRIELBVN,12-04-2014,14.0
Driel boven,DRIELBVN,12-04-2015,11.0
Driel boven,DRIELBVN,12-05-2013,15.0
Driel boven,DRIELBVN,12-05-2015,17.0
Driel boven,DRIELBVN,12-06-2014,22.25
Driel boven,DRIELBVN,12-06-2015,21.0
Driel boven,DRIELBVN,12-07-2013,21.0
Driel boven,DRIELBVN,12-07-2015,23.0
Driel boven,DRIELBVN,12-08-2015,24.0
Driel boven,DRIELBVN,12-09-2013,19.0
Driel boven,DRIELBVN,12-09-2014,20.0
Driel boven,DRIELBVN,12-09-2015,18.0
Driel boven,DRIELBVN,12-10-2013,15.0
Driel boven,DRIELBVN,12-10-2014,17.0
Driel boven,DRIELBVN,12-10-2015,14.0
Driel boven,DRIELBVN,12-11-2013,11.0
Driel boven,DRIELBVN,12-12-2013,7.0
Driel boven,DRIELBVN,13-01-2013,6.0
Driel boven,DRIELBVN,13-01-2014,7.0
Driel boven,DRIELBVN,13-02-2013,4.0
Driel boven,DRIELBVN,13-03-2014,10.0
Driel boven,DRIELBVN,13-03-2015,8.0
Driel boven,DRIELBVN,13-04-2013,9.0
Driel boven,DRIELBVN,13-04-2015,12.0
Driel boven,DRIELBVN,13-05-2013,15.0
Driel boven,DRIELBVN,13-05-2014,15.0
Driel boven,DRIELBVN,13-05-2015,17.0
Driel boven,DRIELBVN,13-06-2014,23.0
Driel boven,DRIELBVN,13-07-2013,21.0
Driel boven,DRIELBVN,13-07-2014,22.0
Driel boven,DRIELBVN,13-07-2015,22.0
Driel boven,DRIELBVN,13-08-2013,22.0
Driel boven,DRIELBVN,13-08-2014,22.0
Driel boven,DRIELBVN,13-08-2015,23.125
Driel boven,DRIELBVN,13-09-2014,20.0
Driel boven,DRIELBVN,13-09-2015,19.0
Driel boven,DRIELBVN,13-10-2013,14.0
Driel boven,DRIELBVN,13-10-2015,13.0
Driel boven,DRIELBVN,13-11-2014,12.0
Driel boven,DRIELBVN,13-11-2015,13.0
Driel boven,DRIELBVN,14-01-2014,7.0
Driel boven,DRIELBVN,14-03-2013,6.0
Driel boven,DRIELBVN,14-04-2013,10.48
Driel boven,DRIELBVN,14-04-2014,14.0
Driel boven,DRIELBVN,14-04-2015,12.0
Driel boven,DRIELBVN,14-05-2013,15.0
Driel boven,DRIELBVN,14-05-2014,15.0
Driel boven,DRIELBVN,14-05-2015,17.0
Driel boven,DRIELBVN,14-06-2014,22.0
Driel boven,DRIELBVN,14-07-2015,22.0
Driel boven,DRIELBVN,14-08-2015,24.0
Driel boven,DRIELBVN,14-09-2015,19.0
Driel boven,DRIELBVN,14-10-2013,14.0
Driel boven,DRIELBVN,14-10-2014,17.0
Driel boven,DRIELBVN,14-11-2014,12.0
Driel boven,DRIELBVN,14-11-2015,13.0
Driel boven,DRIELBVN,15-01-2013,5.0
Driel boven,DRIELBVN,15-01-2014,7.0
Driel boven,DRIELBVN,15-02-2014,7.0
Driel boven,DRIELBVN,15-03-2015,8.0
Driel boven,DRIELBVN,15-04-2013,11.0
Driel boven,DRIELBVN,15-04-2014,14.0
Driel boven,DRIELBVN,15-04-2015,13.0
Driel boven,DRIELBVN,15-05-2013,15.0
Driel boven,DRIELBVN,15-05-2014,15.0
Driel boven,DRIELBVN,15-05-2015,18.0
Driel boven,DRIELBVN,15-06-2014,22.0
Driel boven,DRIELBVN,15-06-2015,21.0
Driel boven,DRIELBVN,15-07-2013,21.642857142857142
Driel boven,DRIELBVN,15-07-2014,21.0
Driel boven,DRIELBVN,15-07-2015,22.0
Driel boven,DRIELBVN,15-08-2015,24.0
Driel boven,DRIELBVN,15-09-2015,18.0
Driel boven,DRIELBVN,15-11-2014,12.0
Driel boven,DRIELBVN,16-01-2014,7.0
Driel boven,DRIELBVN,16-02-2013,4.0
Driel boven,DRIELBVN,16-02-2014,7.0
Driel boven,DRIELBVN,16-03-2015,8.0
Driel boven,DRIELBVN,16-04-2015,14.0
Driel boven,DRIELBVN,16-05-2014,15.0
Driel boven,DRIELBVN,16-06-2014,21.0
Driel boven,DRIELBVN,16-06-2015,21.0
Driel boven,DRIELBVN,16-07-2013,22.0
Driel boven,DRIELBVN,16-07-2014,21.0
Driel boven,DRIELBVN,16-07-2015,22.68421052631579
Driel boven,DRIELBVN,16-08-2014,21.0
Driel boven,DRIELBVN,16-08-2015,24.0
Driel boven,DRIELBVN,16-09-2013,18.0
Driel boven,DRIELBVN,16-09-2014,20.0
Driel boven,DRIELBVN,16-09-2015,18.0
Driel boven,DRIELBVN,16-11-2013,10.0
Driel boven,DRIELBVN,16-11-2014,12.0
Driel boven,DRIELBVN,16-12-2015,9.0
Driel boven,DRIELBVN,17-01-2014,7.0
Driel boven,DRIELBVN,17-02-2014,7.0
Driel boven,DRIELBVN,17-03-2013,6.0
Driel boven,DRIELBVN,17-03-2015,9.0
Driel boven,DRIELBVN,17-04-2013,12.0
Driel boven,DRIELBVN,17-05-2014,16.0
Driel boven,DRIELBVN,17-05-2015,17.0
Driel boven,DRIELBVN,17-06-2013,18.0
Driel boven,DRIELBVN,17-06-2014,21.0
Driel boven,DRIELBVN,17-06-2015,21.0
Driel boven,DRIELBVN,17-07-2013,23.0
Driel boven,DRIELBVN,17-07-2014,22.0
Driel boven,DRIELBVN,17-07-2015,23.0
Driel boven,DRIELBVN,17-08-2015,22.45
Driel boven,DRIELBVN,17-09-2014,20.0
Driel boven,DRIELBVN,17-11-2014,12.0
Driel boven,DRIELBVN,18-01-2013,4.0
Driel boven,DRIELBVN,18-02-2014,7.0
Driel boven,DRIELBVN,18-03-2013,6.0
Driel boven,DRIELBVN,18-03-2015,9.0
Driel boven,DRIELBVN,18-04-2014,14.0
Driel boven,DRIELBVN,18-04-2015,14.0
Driel boven,DRIELBVN,18-05-2014,16.72972972972973
Driel boven,DRIELBVN,18-05-2015,17.0
Driel boven,DRIELBVN,18-06-2013,19.0
Driel boven,DRIELBVN,18-06-2014,21.0
Driel boven,DRIELBVN,18-06-2015,21.0
Driel boven,DRIELBVN,18-07-2013,23.0
Driel boven,DRIELBVN,18-07-2014,23.0
Driel boven,DRIELBVN,18-07-2015,23.0
Driel boven,DRIELBVN,18-08-2014,20.0
Driel boven,DRIELBVN,18-08-2015,21.0
Driel boven,DRIELBVN,18-10-2013,14.0
Driel boven,DRIELBVN,18-10-2015,12.0
Driel boven,DRIELBVN,18-11-2014,12.0
Driel boven,DRIELBVN,18-12-2014,8.0
Driel boven,DRIELBVN,19-01-2013,4.0
Driel boven,DRIELBVN,19-01-2015,7.0
Driel boven,DRIELBVN,19-04-2013,13.0
Driel boven,DRIELBVN,19-04-2014,14.0
Driel boven,DRIELBVN,19-04-2015,14.0
Driel boven,DRIELBVN,19-05-2013,14.6875
Driel boven,DRIELBVN,19-05-2014,17.0
Driel boven,DRIELBVN,19-05-2015,17.0
Driel boven,DRIELBVN,19-06-2013,19.5625
Driel boven,DRIELBVN,19-06-2014,20.0
Driel boven,DRIELBVN,19-07-2014,23.0
Driel boven,DRIELBVN,19-07-2015,23.0
Driel boven,DRIELBVN,19-08-2013,22.0
Driel boven,DRIELBVN,19-08-2015,21.0
Driel boven,DRIELBVN,19-09-2015,18.0
Driel boven,DRIELBVN,19-10-2013,14.0
Driel boven,DRIELBVN,19-10-2014,17.0
Driel boven,DRIELBVN,19-10-2015,12.0
Driel boven,DRIELBVN,19-11-2013,9.0
Driel boven,DRIELBVN,19-11-2014,12.0
Driel boven,DRIELBVN,19-12-2014,9.0
Driel boven,DRIELBVN,19-12-2015,10.0
Driel boven,DRIELBVN,20-01-2013,3.0
Driel boven,DRIELBVN,20-04-2013,13.0
Driel boven,DRIELBVN,20-04-2014,14.0
Driel boven,DRIELBVN,20-05-2013,15.0
Driel boven,DRIELBVN,20-05-2014,18.0
Driel boven,DRIELBVN,20-05-2015,17.0
Driel boven,DRIELBVN,20-06-2015,20.0
Driel boven,DRIELBVN,20-07-2014,24.0
Driel boven,DRIELBVN,20-07-2015,23.0
Driel boven,DRIELBVN,20-08-2014,19.0
Driel boven,DRIELBVN,20-08-2015,21.0
Driel boven,DRIELBVN,20-09-2013,17.0
Driel boven,DRIELBVN,20-10-2013,14.0
Driel boven,DRIELBVN,20-10-2014,17.0
Driel boven,DRIELBVN,20-11-2015,12.0
Driel boven,DRIELBVN,20-12-2015,10.0
Driel boven,DRIELBVN,21-01-2013,3.0
Driel boven,DRIELBVN,21-01-2014,7.0
Driel boven,DRIELBVN,21-02-2015,6.0
Driel boven,DRIELBVN,21-03-2013,6.0
Driel boven,DRIELBVN,21-03-2014,11.0
Driel boven,DRIELBVN,21-04-2013,13.0
Driel boven,DRIELBVN,21-04-2015,15.0
Driel boven,DRIELBVN,21-05-2014,19.0
Driel boven,DRIELBVN,21-06-2015,20.0
Driel boven,DRIELBVN,21-07-2013,23.0
Driel boven,DRIELBVN,21-07-2015,23.0
Driel boven,DRIELBVN,21-08-2013,22.0
Driel boven,DRIELBVN,21-08-2014,19.0
Driel boven,DRIELBVN,21-08-2015,22.0
Driel boven,DRIELBVN,21-09-2013,17.0
Driel boven,DRIELBVN,21-10-2013,14.0
Driel boven,DRIELBVN,21-10-2014,17.0
Driel boven,DRIELBVN,21-11-2015,11.0
Driel boven,DRIELBVN,21-12-2015,10.0
Driel boven,DRIELBVN,22-01-2014,7.0
Driel boven,DRIELBVN,22-01-2015,6.0
Driel boven,DRIELBVN,22-02-2013,4.0
Driel boven,DRIELBVN,22-02-2015,6.0
Driel boven,DRIELBVN,22-03-2013,6.0
Driel boven,DRIELBVN,22-03-2015,9.0
Driel boven,DRIELBVN,22-04-2013,13.0
